Chattanooga,70.4
New Hampshire,70.4
Tulsa,70.4
DePaul,70.4
Manhattan,70.4
Valparaiso,70.4
Colorado,70.4
CS Fullerton,70.4
Wright St,70.4
Jacksonville,70.3
Washington,70.3
Boston College,70.3
Texas St,70.3
E Michigan,70.3
UT Martin,70.2
Brown,70.2
S Illinois,70.2
Texas AM,70.2
SF Austin,70.2
Oral Roberts,70.2
E Carolina,70.1
Ball St,70.1
UC Davis,70.1
Florida AM,70.1
Little Rock,70.1
UL Monroe,70
Loyola Chi,69.9
Saint Louis,69.9
Pacific,69.9
Tulane,69.9
Siena,69.9
Mt St Marys,69.9
E Texas AM,69.8
Cal Baptist,69.8
VMI,69.8
Georgetown,69.8
Penn,69.7
Loyola Mymt,69.7
Monmouth,69.7
SIU Edward,69.7
Wake Forest,69.6
Kent St,69.6
Miami,69.6
G Washington,69.6
Norfolk St,69.6
Austin Peay,69.5
Kansas St,69.5
Creighton,69.5
E Illinois,69.5
CS Bakersfield,69.5
N Kentucky,69.3
San Jose St,69.3
Princeton,69.3
E Washington,69.3
N Alabama,69.3
Montana,69.3
Utah St,69.2
SE Louisiana,69.2
Seattle,69.1
St Francis PA,69.1
Northeastern,69.1
Pittsburgh,69.1
Texas AM-CC,69.1
High Point,69
South Carolina,69
Butler,69
Texas Tech,69
TCU,69
Maryland ES,69
UCSD,68.9
Harvard,68.9
Northwestern,68.9
Bellarmine,68.9
Binghamton,68.9
N Dakota St,68.9
Providence,68.9
Notre Dame,68.9
NJIT,68.8
Lehigh,68.8
Hawaii,68.8
Tarleton St,68.8
Lipscomb,68.7
N Arizona,68.7
Old Dominion,68.7
Dayton,68.7
San Diego St,68.7
Troy,68.7
Stanford,68.6
Long Beach St,68.6
Louisiana,68.6
Louisiana Tech,68.6
Idaho,68.6
NC Wilmington,68.6
Furman,68.5
Murray St,68.5
Evansville,68.5
Virginia Tech,68.5
Rice,68.4
Navy,68.4
Bradley,68.4
Colgate,68.4
Idaho St,68.4
UCSB,68.4
VCU,68.4
Colorado St,68.4
Cleveland St,68.3
Loyola MD,68.3
Duke,68.3
Lamar,68.3
Baylor,68.2
Fairfield,68.2
Montana St,68.2
George Mason,68.1
Charlotte,68.1
Maine,68.1
Alcorn St,68
Clemson,68
Liberty,68
Missouri St,67.9
LIU,67.9
Lafayette,67.9
Grambling,67.9
Hampton,67.9
Presbyterian,67.8
The Citadel,67.8
Miss Valley St,67.8
UCLA,67.7
Purdue,67.7
Cincinnati,67.7
Weber St,67.7
Oakland,67.7
West Virginia,67.7
C Connecticut,67.7
Campbell,67.7
New Mexico St,67.6
Jacksonville St,67.6
Holy Cross,67.6
IU Indy,67.6
Davidson,67.6
Tennessee,67.6
J Madison,67.6
Canisius,67.6
Duquesne,67.5
Illinois St,67.4
UNLV,67.4
NC State,67.4
McNeese,67.4
FGCU,67.3
Elon,67.3
W Illinois,67.3
UConn,67.3
Boise St,67.2
Kansas City,67.2
E Tennessee St,67.2
Wyoming,67.2
Minnesota,67.1
S Alabama,67
Seton Hall,67
Hofstra,67
Sacramento St,67
Stonehill,67
Niagara,66.9
N Iowa,66.9
Richmond,66.9
Saint Peters,66.9
Incarnate Word,66.9
Oregon St,66.9
Morehead St,66.8
Nevada,66.8
Rider,66.8
Drexel,66.8
NC Greensboro,66.7
Wofford,66.7
St Bonaventure,66.7
Merrimack,66.6
NW State,66.6
Marist,66.5
Air Force,66.5
Mercyhurst,66.4
Towson,66.4
Hou Christian,66.4
Stony Brook,66.3
Boston U,66.3
Radford,66.2
Coastal Car,66
App State,66
American,65.6
Saint Marys,65.6
Houston,65.6
Vermont,65.4
Villanova,65.2
Virginia,62.9
Wagner,62.8
N Texas,62.1
Drake,61.9
